ModelName,Response,Corr,Trial,CorrRes,Duration,Feedback,View,Noise
pvt_v2_b2_li,1,0,21,2,500,0,d,n
pvt_v2_b2_li,1,1,22,1,500,0,d,n
pvt_v2_b2_li,3,1,23,3,500,0,d,n
pvt_v2_b2_li,1,0,24,3,500,0,d,n
pvt_v2_b2_li,2,1,25,2,500,0,d,n
pvt_v2_b2_li,3,1,26,3,500,0,d,n
pvt_v2_b2_li,2,1,27,2,500,0,d,n
pvt_v2_b2_li,2,0,28,1,750,0,s,y
pvt_v2_b2_li,3,1,29,3,750,0,s,y
pvt_v2_b2_li,2,1,30,2,750,0,s,y
pvt_v2_b2_li,2,0,31,3,750,0,s,y
pvt_v2_b2_li,1,0,32,2,750,0,s,y
pvt_v2_b2_li,1,1,33,1,750,0,s,y
pvt_v2_b2_li,1,0,34,3,750,0,s,y
pvt_v2_b2_li,2,0,35,1,750,0,s,y
pvt_v2_b2_li,3,0,36,2,750,0,s,y
pvt_v2_b2_li,1,0,37,3,750,0,s,y
pvt_v2_b2_li,2,0,38,1,750,0,d,y
pvt_v2_b2_li,3,0,39,2,750,0,d,y
pvt_v2_b2_li,3,1,40,3,1000,0,d,y
pvt_v2_b2_li,1,0,41,3,1000,0,d,y
pvt_v2_b2_li,3,0,42,1,1000,0,d,y
pvt_v2_b2_li,1,1,43,1,1000,0,d,y
pvt_v2_b2_li,2,0,44,3,1000,0,d,y
pvt_v2_b2_li,3,1,45,3,1000,0,d,y
pvt_v2_b2_li,3,1,46,3,1000,0,d,y
pvt_v2_b2_li,1,0,47,2,1000,0,d,y
pvt_v2_b2_li,3,1,48,3,1000,0,d,y
pvt_v2_b2_li,2,0,49,1,1000,0,d,y
pvt_v2_b2_li,1,0,50,2,1000,0,d,y
pvt_v2_b2_li,1,0,51,2,1000,0,d,y
pvt_v2_b3,1,1,1,1,1000,1,s,n
pvt_v2_b3,1,1,2,1,1000,1,s,n
pvt_v2_b3,3,1,3,3,1000,1,s,n
pvt_v2_b3,1,1,4,1,300,0,s,n
pvt_v2_b3,3,1,5,3,300,0,s,n
pvt_v2_b3,3,1,6,3,300,0,s,n
pvt_v2_b3,1,1,7,1,300,0,s,n
pvt_v2_b3,3,1,8,3,300,0,s,n
pvt_v2_b3,2,1,9,2,300,0,s,n
pvt_v2_b3,2,1,10,2,300,0,s,n
pvt_v2_b3,2,1,11,2,300,0,s,n
pvt_v2_b3,2,0,12,1,500,0,d,n
pvt_v2_b3,3,1,13,3,500,0,d,n
pvt_v2_b3,2,1,14,2,500,0,d,n
pvt_v2_b3,2,0,15,1,500,0,d,n
pvt_v2_b3,2,1,16,2,500,0,d,n
pvt_v2_b3,3,0,17,1,500,0,d,n
pvt_v2_b3,3,1,18,3,500,0,d,n
pvt_v2_b3,1,1,19,1,500,0,d,n
pvt_v2_b3,1,1,20,1,500,0,d,n
pvt_v2_b3,1,0,21,2,500,0,d,n
pvt_v2_b3,1,1,22,1,500,0,d,n
pvt_v2_b3,3,1,23,3,500,0,d,n
pvt_v2_b3,3,1,24,3,500,0,d,n
pvt_v2_b3,2,1,25,2,500,0,d,n
pvt_v2_b3,3,1,26,3,500,0,d,n
pvt_v2_b3,2,1,27,2,500,0,d,n
pvt_v2_b3,2,0,28,1,750,0,s,y
pvt_v2_b3,3,1,29,3,750,0,s,y
pvt_v2_b3,2,1,30,2,750,0,s,y
pvt_v2_b3,1,0,31,3,750,0,s,y
pvt_v2_b3,3,0,32,2,750,0,s,y
pvt_v2_b3,2,0,33,1,750,0,s,y
pvt_v2_b3,2,0,34,3,750,0,s,y
pvt_v2_b3,2,0,35,1,750,0,s,y
pvt_v2_b3,3,0,36,2,750,0,s,y
pvt_v2_b3,3,1,37,3,750,0,s,y
pvt_v2_b3,3,0,38,1,750,0,d,y
pvt_v2_b3,2,1,39,2,750,0,d,y
pvt_v2_b3,1,0,40,3,1000,0,d,y
pvt_v2_b3,3,1,41,3,1000,0,d,y
pvt_v2_b3,3,0,42,1,1000,0,d,y
pvt_v2_b3,1,1,43,1,1000,0,d,y
pvt_v2_b3,3,1,44,3,1000,0,d,y
pvt_v2_b3,2,0,45,3,1000,0,d,y
pvt_v2_b3,1,0,46,3,1000,0,d,y
pvt_v2_b3,3,0,47,2,1000,0,d,y
pvt_v2_b3,3,1,48,3,1000,0,d,y
pvt_v2_b3,2,0,49,1,1000,0,d,y
pvt_v2_b3,1,0,50,2,1000,0,d,y
pvt_v2_b3,1,0,51,2,1000,0,d,y
pvt_v2_b4,1,1,1,1,1000,1,s,n
pvt_v2_b4,1,1,2,1,1000,1,s,n
pvt_v2_b4,3,1,3,3,1000,1,s,n
pvt_v2_b4,1,1,4,1,300,0,s,n
pvt_v2_b4,3,1,5,3,300,0,s,n
pvt_v2_b4,2,0,6,3,300,0,s,n
pvt_v2_b4,1,1,7,1,300,0,s,n
pvt_v2_b4,3,1,8,3,300,0,s,n
pvt_v2_b4,2,1,9,2,300,0,s,n
pvt_v2_b4,2,1,10,2,300,0,s,n
pvt_v2_b4,2,1,11,2,300,0,s,n
pvt_v2_b4,1,1,12,1,500,0,d,n
pvt_v2_b4,3,1,13,3,500,0,d,n
pvt_v2_b4,2,1,14,2,500,0,d,n
pvt_v2_b4,1,1,15,1,500,0,d,n
pvt_v2_b4,2,1,16,2,500,0,d,n
pvt_v2_b4,3,0,17,1,500,0,d,n
pvt_v2_b4,3,1,18,3,500,0,d,n
pvt_v2_b4,1,1,19,1,500,0,d,n
pvt_v2_b4,1,1,20,1,500,0,d,n
pvt_v2_b4,1,0,21,2,500,0,d,n
pvt_v2_b4,1,1,22,1,500,0,d,n
pvt_v2_b4,3,1,23,3,500,0,d,n
pvt_v2_b4,3,1,24,3,500,0,d,n
pvt_v2_b4,2,1,25,2,500,0,d,n
pvt_v2_b4,3,1,26,3,500,0,d,n
pvt_v2_b4,2,1,27,2,500,0,d,n
pvt_v2_b4,3,0,28,1,750,0,s,y
pvt_v2_b4,3,1,29,3,750,0,s,y
pvt_v2_b4,2,1,30,2,750,0,s,y
pvt_v2_b4,3,1,31,3,750,0,s,y
pvt_v2_b4,2,1,32,2,750,0,s,y
pvt_v2_b4,1,1,33,1,750,0,s,y
pvt_v2_b4,1,0,34,3,750,0,s,y
pvt_v2_b4,1,1,35,1,750,0,s,y
pvt_v2_b4,2,1,36,2,750,0,s,y
pvt_v2_b4,3,1,37,3,750,0,s,y
pvt_v2_b4,1,1,38,1,750,0,d,y
pvt_v2_b4,2,1,39,2,750,0,d,y
pvt_v2_b4,2,0,40,3,1000,0,d,y
pvt_v2_b4,3,1,41,3,1000,0,d,y
pvt_v2_b4,1,1,42,1,1000,0,d,y
pvt_v2_b4,1,1,43,1,1000,0,d,y
pvt_v2_b4,3,1,44,3,1000,0,d,y
pvt_v2_b4,3,1,45,3,1000,0,d,y
pvt_v2_b4,2,0,46,3,1000,0,d,y
pvt_v2_b4,2,1,47,2,1000,0,d,y
pvt_v2_b4,3,1,48,3,1000,0,d,y
pvt_v2_b4,1,1,49,1,1000,0,d,y
pvt_v2_b4,2,1,50,2,1000,0,d,y
pvt_v2_b4,1,0,51,2,1000,0,d,y
regnetv_040,1,1,1,1,1000,1,s,n
regnetv_040,1,1,2,1,1000,1,s,n
regnetv_040,3,1,3,3,1000,1,s,n
regnetv_040,1,1,4,1,300,0,s,n
regnetv_040,3,1,5,3,300,0,s,n
regnetv_040,3,1,6,3,300,0,s,n
regnetv_040,1,1,7,1,300,0,s,n
regnetv_040,3,1,8,3,300,0,s,n
regnetv_040,2,1,9,2,300,0,s,n
regnetv_040,2,1,10,2,300,0,s,n
regnetv_040,2,1,11,2,300,0,s,n
regnetv_040,2,0,12,1,500,0,d,n
regnetv_040,3,1,13,3,500,0,d,n
regnetv_040,2,1,14,2,500,0,d,n
regnetv_040,1,1,15,1,500,0,d,n
regnetv_040,2,1,16,2,500,0,d,n
regnetv_040,3,0,17,1,500,0,d,n
regnetv_040,3,1,18,3,500,0,d,n
regnetv_040,2,0,19,1,500,0,d,n
regnetv_040,1,1,20,1,500,0,d,n
regnetv_040,1,0,21,2,500,0,d,n
regnetv_040,1,1,22,1,500,0,d,n
regnetv_040,3,1,23,3,500,0,d,n
regnetv_040,1,0,24,3,500,0,d,n
regnetv_040,2,1,25,2,500,0,d,n
regnetv_040,3,1,26,3,500,0,d,n
regnetv_040,2,1,27,2,500,0,d,n
regnetv_040,2,0,28,1,750,0,s,y
regnetv_040,3,1,29,3,750,0,s,y
regnetv_040,2,1,30,2,750,0,s,y
regnetv_040,3,1,31,3,750,0,s,y
regnetv_040,2,1,32,2,750,0,s,y
regnetv_040,1,1,33,1,750,0,s,y
regnetv_040,1,0,34,3,750,0,s,y
regnetv_040,1,1,35,1,750,0,s,y
regnetv_040,3,0,36,2,750,0,s,y
regnetv_040,3,1,37,3,750,0,s,y
regnetv_040,1,1,38,1,750,0,d,y
regnetv_040,2,1,39,2,750,0,d,y
regnetv_040,1,0,40,3,1000,0,d,y
regnetv_040,2,0,41,3,1000,0,d,y
regnetv_040,1,1,42,1,1000,0,d,y
regnetv_040,2,0,43,1,1000,0,d,y
regnetv_040,3,1,44,3,1000,0,d,y
regnetv_040,2,0,45,3,1000,0,d,y
regnetv_040,2,0,46,3,1000,0,d,y
regnetv_040,3,0,47,2,1000,0,d,y
regnetv_040,3,1,48,3,1000,0,d,y
regnetv_040,2,0,49,1,1000,0,d,y
regnetv_040,2,1,50,2,1000,0,d,y
regnetv_040,2,1,51,2,1000,0,d,y
regnetv_064,1,1,1,1,1000,1,s,n
regnetv_064,1,1,2,1,1000,1,s,n
regnetv_064,3,1,3,3,1000,1,s,n
regnetv_064,1,1,4,1,300,0,s,n
regnetv_064,3,1,5,3,300,0,s,n
regnetv_064,3,1,6,3,300,0,s,n
regnetv_064,1,1,7,1,300,0,s,n
regnetv_064,3,1,8,3,300,0,s,n
regnetv_064,2,1,9,2,300,0,s,n
regnetv_064,2,1,10,2,300,0,s,n
regnetv_064,2,1,11,2,300,0,s,n
regnetv_064,1,1,12,1,500,0,d,n
regnetv_064,2,0,13,3,500,0,d,n
regnetv_064,2,1,14,2,500,0,d,n
regnetv_064,1,1,15,1,500,0,d,n
regnetv_064,2,1,16,2,500,0,d,n
regnetv_064,1,1,17,1,500,0,d,n
regnetv_064,2,0,18,3,500,0,d,n
regnetv_064,1,1,19,1,500,0,d,n
regnetv_064,2,0,20,1,500,0,d,n
regnetv_064,1,0,21,2,500,0,d,n
regnetv_064,1,1,22,1,500,0,d,n
regnetv_064,3,1,23,3,500,0,d,n
regnetv_064,1,0,24,3,500,0,d,n
regnetv_064,2,1,25,2,500,0,d,n
regnetv_064,3,1,26,3,500,0,d,n
regnetv_064,2,1,27,2,500,0,d,n
regnetv_064,1,1,28,1,750,0,s,y
regnetv_064,3,1,29,3,750,0,s,y
regnetv_064,1,0,30,2,750,0,s,y
regnetv_064,3,1,31,3,750,0,s,y
regnetv_064,3,0,32,2,750,0,s,y
regnetv_064,1,1,33,1,750,0,s,y
regnetv_064,1,0,34,3,750,0,s,y
regnetv_064,2,0,35,1,750,0,s,y
regnetv_064,2,1,36,2,750,0,s,y
regnetv_064,3,1,37,3,750,0,s,y
regnetv_064,3,0,38,1,750,0,d,y
regnetv_064,1,0,39,2,750,0,d,y
regnetv_064,1,0,40,3,1000,0,d,y
regnetv_064,3,1,41,3,1000,0,d,y
regnetv_064,2,0,42,1,1000,0,d,y
regnetv_064,3,0,43,1,1000,0,d,y
regnetv_064,3,1,44,3,1000,0,d,y
regnetv_064,3,1,45,3,1000,0,d,y
regnetv_064,2,0,46,3,1000,0,d,y
regnetv_064,1,0,47,2,1000,0,d,y
regnetv_064,1,0,48,3,1000,0,d,y
regnetv_064,3,0,49,1,1000,0,d,y
regnetv_064,3,0,50,2,1000,0,d,y
regnetv_064,3,0,51,2,1000,0,d,y
regnetx_002,1,1,1,1,1000,1,s,n
regnetx_002,1,1,2,1,1000,1,s,n
regnetx_002,3,1,3,3,1000,1,s,n
regnetx_002,1,1,4,1,300,0,s,n
regnetx_002,3,1,5,3,300,0,s,n
regnetx_002,3,1,6,3,300,0,s,n
regnetx_002,1,1,7,1,300,0,s,n
regnetx_002,3,1,8,3,300,0,s,n
regnetx_002,2,1,9,2,300,0,s,n
regnetx_002,2,1,10,2,300,0,s,n
regnetx_002,2,1,11,2,300,0,s,n
regnetx_002,1,1,12,1,500,0,d,n
regnetx_002,3,1,13,3,500,0,d,n
regnetx_002,2,1,14,2,500,0,d,n
regnetx_002,2,0,15,1,500,0,d,n
regnetx_002,2,1,16,2,500,0,d,n
regnetx_002,3,0,17,1,500,0,d,n
regnetx_002,3,1,18,3,500,0,d,n
regnetx_002,1,1,19,1,500,0,d,n
regnetx_002,2,0,20,1,500,0,d,n
regnetx_002,2,1,21,2,500,0,d,n
regnetx_002,1,1,22,1,500,0,d,n
regnetx_002,3,1,23,3,500,0,d,n
regnetx_002,3,1,24,3,500,0,d,n
regnetx_002,2,1,25,2,500,0,d,n
regnetx_002,1,0,26,3,500,0,d,n
regnetx_002,2,1,27,2,500,0,d,n
regnetx_002,1,1,28,1,750,0,s,y
regnetx_002,3,1,29,3,750,0,s,y
regnetx_002,2,1,30,2,750,0,s,y
regnetx_002,3,1,31,3,750,0,s,y
regnetx_002,2,1,32,2,750,0,s,y
regnetx_002,1,1,33,1,750,0,s,y
regnetx_002,2,0,34,3,750,0,s,y
regnetx_002,1,1,35,1,750,0,s,y
regnetx_002,2,1,36,2,750,0,s,y
regnetx_002,2,0,37,3,750,0,s,y
regnetx_002,1,1,38,1,750,0,d,y
regnetx_002,1,0,39,2,750,0,d,y
regnetx_002,1,0,40,3,1000,0,d,y
regnetx_002,2,0,41,3,1000,0,d,y
regnetx_002,1,1,42,1,1000,0,d,y
regnetx_002,1,1,43,1,1000,0,d,y
regnetx_002,3,1,44,3,1000,0,d,y
regnetx_002,3,1,45,3,1000,0,d,y
regnetx_002,3,1,46,3,1000,0,d,y
regnetx_002,2,1,47,2,1000,0,d,y
regnetx_002,2,0,48,3,1000,0,d,y
regnetx_002,3,0,49,1,1000,0,d,y
regnetx_002,1,0,50,2,1000,0,d,y
regnetx_002,1,0,51,2,1000,0,d,y
regnetx_004,1,1,1,1,1000,1,s,n
regnetx_004,1,1,2,1,1000,1,s,n
regnetx_004,3,1,3,3,1000,1,s,n
regnetx_004,1,1,4,1,300,0,s,n
regnetx_004,3,1,5,3,300,0,s,n
regnetx_004,2,0,6,3,300,0,s,n
regnetx_004,1,1,7,1,300,0,s,n
regnetx_004,3,1,8,3,300,0,s,n
regnetx_004,2,1,9,2,300,0,s,n
regnetx_004,2,1,10,2,300,0,s,n
regnetx_004,2,1,11,2,300,0,s,n
regnetx_004,1,1,12,1,500,0,d,n
regnetx_004,2,0,13,3,500,0,d,n
regnetx_004,2,1,14,2,500,0,d,n
regnetx_004,1,1,15,1,500,0,d,n
regnetx_004,2,1,16,2,500,0,d,n
regnetx_004,3,0,17,1,500,0,d,n
regnetx_004,3,1,18,3,500,0,d,n
regnetx_004,1,1,19,1,500,0,d,n
regnetx_004,1,1,20,1,500,0,d,n
regnetx_004,2,1,21,2,500,0,d,n
regnetx_004,1,1,22,1,500,0,d,n
regnetx_004,3,1,23,3,500,0,d,n
regnetx_004,3,1,24,3,500,0,d,n
regnetx_004,2,1,25,2,500,0,d,n
regnetx_004,3,1,26,3,500,0,d,n
regnetx_004,2,1,27,2,500,0,d,n
regnetx_004,1,1,28,1,750,0,s,y
regnetx_004,1,0,29,3,750,0,s,y
regnetx_004,2,1,30,2,750,0,s,y
regnetx_004,3,1,31,3,750,0,s,y
regnetx_004,2,1,32,2,750,0,s,y
regnetx_004,1,1,33,1,750,0,s,y
regnetx_004,3,1,34,3,750,0,s,y
regnetx_004,3,0,35,1,750,0,s,y
regnetx_004,2,1,36,2,750,0,s,y
regnetx_004,2,0,37,3,750,0,s,y
regnetx_004,1,1,38,1,750,0,d,y
regnetx_004,1,0,39,2,750,0,d,y
regnetx_004,3,1,40,3,1000,0,d,y
regnetx_004,1,0,41,3,1000,0,d,y
regnetx_004,2,0,42,1,1000,0,d,y
regnetx_004,1,1,43,1,1000,0,d,y
regnetx_004,2,0,44,3,1000,0,d,y
regnetx_004,3,1,45,3,1000,0,d,y
regnetx_004,2,0,46,3,1000,0,d,y
regnetx_004,3,0,47,2,1000,0,d,y
regnetx_004,1,0,48,3,1000,0,d,y
regnetx_004,3,0,49,1,1000,0,d,y
regnetx_004,3,0,50,2,1000,0,d,y
regnetx_004,2,1,51,2,1000,0,d,y
regnetx_006,1,1,1,1,1000,1,s,n
regnetx_006,1,1,2,1,1000,1,s,n
regnetx_006,1,0,3,3,1000,1,s,n
regnetx_006,1,1,4,1,300,0,s,n
regnetx_006,3,1,5,3,300,0,s,n
regnetx_006,3,1,6,3,300,0,s,n
regnetx_006,1,1,7,1,300,0,s,n
regnetx_006,3,1,8,3,300,0,s,n
regnetx_006,2,1,9,2,300,0,s,n
regnetx_006,2,1,10,2,300,0,s,n
regnetx_006,2,1,11,2,300,0,s,n
regnetx_006,1,1,12,1,500,0,d,n
regnetx_006,3,1,13,3,500,0,d,n
regnetx_006,2,1,14,2,500,0,d,n
regnetx_006,2,0,15,1,500,0,d,n
regnetx_006,2,1,16,2,500,0,d,n
regnetx_006,1,1,17,1,500,0,d,n
regnetx_006,3,1,18,3,500,0,d,n
regnetx_006,1,1,19,1,500,0,d,n
regnetx_006,1,1,20,1,500,0,d,n
regnetx_006,2,1,21,2,500,0,d,n
regnetx_006,3,0,22,1,500,0,d,n
regnetx_006,3,1,23,3,500,0,d,n
regnetx_006,1,0,24,3,500,0,d,n
regnetx_006,2,1,25,2,500,0,d,n
regnetx_006,3,1,26,3,500,0,d,n
regnetx_006,2,1,27,2,500,0,d,n
regnetx_006,1,1,28,1,750,0,s,y
regnetx_006,3,1,29,3,750,0,s,y
regnetx_006,3,0,30,2,750,0,s,y
regnetx_006,1,0,31,3,750,0,s,y
regnetx_006,3,0,32,2,750,0,s,y
regnetx_006,1,1,33,1,750,0,s,y
regnetx_006,1,0,34,3,750,0,s,y
regnetx_006,2,0,35,1,750,0,s,y
regnetx_006,3,0,36,2,750,0,s,y
regnetx_006,1,0,37,3,750,0,s,y
regnetx_006,1,1,38,1,750,0,d,y
regnetx_006,1,0,39,2,750,0,d,y
regnetx_006,3,1,40,3,1000,0,d,y
regnetx_006,2,0,41,3,1000,0,d,y
regnetx_006,3,0,42,1,1000,0,d,y
regnetx_006,1,1,43,1,1000,0,d,y
regnetx_006,2,0,44,3,1000,0,d,y
regnetx_006,3,1,45,3,1000,0,d,y
regnetx_006,2,0,46,3,1000,0,d,y
regnetx_006,2,1,47,2,1000,0,d,y
regnetx_006,3,1,48,3,1000,0,d,y
regnetx_006,1,1,49,1,1000,0,d,y
regnetx_006,3,0,50,2,1000,0,d,y
regnetx_006,3,0,51,2,1000,0,d,y
regnetx_008,1,1,1,1,1000,1,s,n
regnetx_008,1,1,2,1,1000,1,s,n
regnetx_008,3,1,3,3,1000,1,s,n
regnetx_008,1,1,4,1,300,0,s,n
regnetx_008,3,1,5,3,300,0,s,n
regnetx_008,3,1,6,3,300,0,s,n
regnetx_008,1,1,7,1,300,0,s,n
regnetx_008,3,1,8,3,300,0,s,n
regnetx_008,2,1,9,2,300,0,s,n
regnetx_008,2,1,10,2,300,0,s,n
regnetx_008,2,1,11,2,300,0,s,n
regnetx_008,1,1,12,1,500,0,d,n
regnetx_008,1,0,13,3,500,0,d,n
regnetx_008,2,1,14,2,500,0,d,n
regnetx_008,1,1,15,1,500,0,d,n
regnetx_008,2,1,16,2,500,0,d,n
regnetx_008,1,1,17,1,500,0,d,n
regnetx_008,2,0,18,3,500,0,d,n
regnetx_008,1,1,19,1,500,0,d,n
regnetx_008,2,0,20,1,500,0,d,n
regnetx_008,1,0,21,2,500,0,d,n
regnetx_008,1,1,22,1,500,0,d,n
regnetx_008,3,1,23,3,500,0,d,n
regnetx_008,1,0,24,3,500,0,d,n
regnetx_008,1,0,25,2,500,0,d,n
regnetx_008,3,1,26,3,500,0,d,n
regnetx_008,2,1,27,2,500,0,d,n
regnetx_008,3,0,28,1,750,0,s,y
regnetx_008,1,0,29,3,750,0,s,y
regnetx_008,2,1,30,2,750,0,s,y
regnetx_008,2,0,31,3,750,0,s,y
regnetx_008,3,0,32,2,750,0,s,y
regnetx_008,1,1,33,1,750,0,s,y
regnetx_008,2,0,34,3,750,0,s,y
regnetx_008,1,1,35,1,750,0,s,y
regnetx_008,2,1,36,2,750,0,s,y
regnetx_008,1,0,37,3,750,0,s,y
regnetx_008,1,1,38,1,750,0,d,y
regnetx_008,2,1,39,2,750,0,d,y
regnetx_008,1,0,40,3,1000,0,d,y
regnetx_008,2,0,41,3,1000,0,d,y
regnetx_008,3,0,42,1,1000,0,d,y
regnetx_008,1,1,43,1,1000,0,d,y
regnetx_008,1,0,44,3,1000,0,d,y
regnetx_008,1,0,45,3,1000,0,d,y
regnetx_008,2,0,46,3,1000,0,d,y
regnetx_008,2,1,47,2,1000,0,d,y
regnetx_008,2,0,48,3,1000,0,d,y
regnetx_008,3,0,49,1,1000,0,d,y
regnetx_008,3,0,50,2,1000,0,d,y
regnetx_008,1,0,51,2,1000,0,d,y
regnetx_016,1,1,1,1,1000,1,s,n
regnetx_016,1,1,2,1,1000,1,s,n
regnetx_016,1,0,3,3,1000,1,s,n
regnetx_016,1,1,4,1,300,0,s,n
regnetx_016,3,1,5,3,300,0,s,n
regnetx_016,3,1,6,3,300,0,s,n
regnetx_016,1,1,7,1,300,0,s,n
regnetx_016,3,1,8,3,300,0,s,n
regnetx_016,2,1,9,2,300,0,s,n
regnetx_016,2,1,10,2,300,0,s,n
regnetx_016,2,1,11,2,300,0,s,n
regnetx_016,1,1,12,1,500,0,d,n
regnetx_016,3,1,13,3,500,0,d,n
regnetx_016,2,1,14,2,500,0,d,n
regnetx_016,2,0,15,1,500,0,d,n
regnetx_016,2,1,16,2,500,0,d,n
regnetx_016,1,1,17,1,500,0,d,n
regnetx_016,3,1,18,3,500,0,d,n
regnetx_016,1,1,19,1,500,0,d,n
regnetx_016,2,0,20,1,500,0,d,n
regnetx_016,1,0,21,2,500,0,d,n
regnetx_016,1,1,22,1,500,0,d,n
regnetx_016,3,1,23,3,500,0,d,n
regnetx_016,3,1,24,3,500,0,d,n
regnetx_016,1,0,25,2,500,0,d,n
regnetx_016,3,1,26,3,500,0,d,n
regnetx_016,2,1,27,2,500,0,d,n
regnetx_016,3,0,28,1,750,0,s,y
regnetx_016,3,1,29,3,750,0,s,y
regnetx_016,2,1,30,2,750,0,s,y
regnetx_016,2,0,31,3,750,0,s,y
regnetx_016,1,0,32,2,750,0,s,y
regnetx_016,3,0,33,1,750,0,s,y
regnetx_016,2,0,34,3,750,0,s,y
regnetx_016,2,0,35,1,750,0,s,y
regnetx_016,3,0,36,2,750,0,s,y
regnetx_016,3,1,37,3,750,0,s,y
regnetx_016,2,0,38,1,750,0,d,y
regnetx_016,3,0,39,2,750,0,d,y
regnetx_016,1,0,40,3,1000,0,d,y
regnetx_016,1,0,41,3,1000,0,d,y
regnetx_016,2,0,42,1,1000,0,d,y
regnetx_016,2,0,43,1,1000,0,d,y
regnetx_016,3,1,44,3,1000,0,d,y
regnetx_016,3,1,45,3,1000,0,d,y
regnetx_016,2,0,46,3,1000,0,d,y
regnetx_016,2,1,47,2,1000,0,d,y
regnetx_016,3,1,48,3,1000,0,d,y
regnetx_016,2,0,49,1,1000,0,d,y
regnetx_016,1,0,50,2,1000,0,d,y
regnetx_016,2,1,51,2,1000,0,d,y
regnetx_032,3,0,1,1,1000,1,s,n
regnetx_032,1,1,2,1,1000,1,s,n
regnetx_032,3,1,3,3,1000,1,s,n
regnetx_032,1,1,4,1,300,0,s,n
regnetx_032,3,1,5,3,300,0,s,n
regnetx_032,3,1,6,3,300,0,s,n
regnetx_032,1,1,7,1,300,0,s,n
regnetx_032,3,1,8,3,300,0,s,n
regnetx_032,2,1,9,2,300,0,s,n
regnetx_032,2,1,10,2,300,0,s,n
regnetx_032,2,1,11,2,300,0,s,n
regnetx_032,1,1,12,1,500,0,d,n
regnetx_032,3,1,13,3,500,0,d,n
regnetx_032,2,1,14,2,500,0,d,n
regnetx_032,1,1,15,1,500,0,d,n
regnetx_032,3,0,16,2,500,0,d,n
regnetx_032,3,0,17,1,500,0,d,n
regnetx_032,3,1,18,3,500,0,d,n
regnetx_032,1,1,19,1,500,0,d,n
regnetx_032,2,0,20,1,500,0,d,n
regnetx_032,1,0,21,2,500,0,d,n
regnetx_032,1,1,22,1,500,0,d,n
regnetx_032,3,1,23,3,500,0,d,n
regnetx_032,1,0,24,3,500,0,d,n
regnetx_032,2,1,25,2,500,0,d,n
regnetx_032,3,1,26,3,500,0,d,n
regnetx_032,2,1,27,2,500,0,d,n
regnetx_032,1,1,28,1,750,0,s,y
regnetx_032,3,1,29,3,750,0,s,y
regnetx_032,2,1,30,2,750,0,s,y
regnetx_032,3,1,31,3,750,0,s,y
regnetx_032,2,1,32,2,750,0,s,y
regnetx_032,1,1,33,1,750,0,s,y
regnetx_032,1,0,34,3,750,0,s,y
regnetx_032,3,0,35,1,750,0,s,y
regnetx_032,3,0,36,2,750,0,s,y
regnetx_032,3,1,37,3,750,0,s,y
regnetx_032,1,1,38,1,750,0,d,y
regnetx_032,2,1,39,2,750,0,d,y
regnetx_032,3,1,40,3,1000,0,d,y
regnetx_032,1,0,41,3,1000,0,d,y
regnetx_032,2,0,42,1,1000,0,d,y
regnetx_032,2,0,43,1,1000,0,d,y
regnetx_032,2,0,44,3,1000,0,d,y
regnetx_032,2,0,45,3,1000,0,d,y
regnetx_032,1,0,46,3,1000,0,d,y
regnetx_032,2,1,47,2,1000,0,d,y
regnetx_032,1,0,48,3,1000,0,d,y
regnetx_032,2,0,49,1,1000,0,d,y
regnetx_032,2,1,50,2,1000,0,d,y
regnetx_032,1,0,51,2,1000,0,d,y
regnetx_040,1,1,1,1,1000,1,s,n
regnetx_040,1,1,2,1,1000,1,s,n
regnetx_040,1,0,3,3,1000,1,s,n
regnetx_040,1,1,4,1,300,0,s,n
regnetx_040,3,1,5,3,300,0,s,n
regnetx_040,3,1,6,3,300,0,s,n
regnetx_040,1,1,7,1,300,0,s,n
regnetx_040,3,1,8,3,300,0,s,n
regnetx_040,2,1,9,2,300,0,s,n
regnetx_040,2,1,10,2,300,0,s,n
regnetx_040,2,1,11,2,300,0,s,n
regnetx_040,1,1,12,1,500,0,d,n
regnetx_040,3,1,13,3,500,0,d,n
regnetx_040,2,1,14,2,500,0,d,n
regnetx_040,2,0,15,1,500,0,d,n
regnetx_040,2,1,16,2,500,0,d,n
regnetx_040,1,1,17,1,500,0,d,n
regnetx_040,3,1,18,3,500,0,d,n
regnetx_040,1,1,19,1,500,0,d,n
regnetx_040,2,0,20,1,500,0,d,n
regnetx_040,1,0,21,2,500,0,d,n
regnetx_040,1,1,22,1,500,0,d,n
regnetx_040,3,1,23,3,500,0,d,n
regnetx_040,1,0,24,3,500,0,d,n
regnetx_040,2,1,25,2,500,0,d,n
regnetx_040,3,1,26,3,500,0,d,n
regnetx_040,2,1,27,2,500,0,d,n
regnetx_040,1,1,28,1,750,0,s,y
regnetx_040,3,1,29,3,750,0,s,y
regnetx_040,2,1,30,2,750,0,s,y
regnetx_040,2,0,31,3,750,0,s,y
regnetx_040,3,0,32,2,750,0,s,y
regnetx_040,1,1,33,1,750,0,s,y
regnetx_040,1,0,34,3,750,0,s,y
regnetx_040,2,0,35,1,750,0,s,y
regnetx_040,3,0,36,2,750,0,s,y
regnetx_040,3,1,37,3,750,0,s,y
regnetx_040,1,1,38,1,750,0,d,y
